Feature ID	Taxon	Consensus
#q2:types	categorical	categorical
12ef4b09345d729696c973ee88b2542b4bd68677	Unassigned	0.0
12f19e783e44d5f27e6b45b8cb00ac0599bbe105	Unassigned	0.0
12f27b2394fcce3c454a084b25846a560f7acd46	Unassigned	0.0
12f39bb1b200b3ec07f2df779bea97060b4af7fe	Unassigned	0.0
12f3e7818338c1f31b9ba6874bd025645f44bda2	Unassigned	0.0
12f51cbaf56cf5ea6282ff82dc4ceff7a183041f	Unassigned	0.0
12f78b6f0a6b7d55797025c6330fa83b1767d00d	Unassigned	0.0
12f8e8a8310790a2d8a0df2ad03355bb74a47574	Unassigned	0.0
1303bdb4e1102d550d983b3578dce48654b54a1c	Unassigned	0.0
1305f34507ab8a4b3bbf06496bbe416e3d00906f	Unassigned	0.0
1306933a8954d7588c31e8e1d16fe0cf059d5b42	Unassigned	0.0
13128cb81a0447e5f0d470f866c570fa17ba31a8	Unassigned	0.0
1312b01127f8db825881489f518ea47d70282d30	Unassigned	0.0
1312e1b177cfd504e70abf2d6f48d6a059e17ae4	Unassigned	0.0
13135e603722de20d8f2266e21fd462347f35ee8	Unassigned	0.0
131492d424e30c2f14e7e8f21a17547d802517cc	Unassigned	0.0
131534953d291621269691d414db8a10a7cd70ff	Unassigned	0.0
1317ac9bfd5645fe6f7a01192800456636478e28	Unassigned	0.0
131a0480ffa46c346220272727b152590708a276	Unassigned	0.0
131a4070cc483f6003e9ca2745aaeda71d3e98bd	Unassigned	0.0
131b1f9f3f859405db47a99961f33f1a17543bc1	Unassigned	0.0
1322c3a6b98fcd6a620a0b8c7c1b7783ba05bd2b	Unassigned	0.0
1323f8a2aa091eb028f30a774e28ed921f31cc48	Unassigned	0.0
132a2be16367634c21bccff34861932fc55f8dee	Unassigned	0.0
132d4f6500335db590dae8dea0f4bb9cfc38317d	Unassigned	0.0
132d65c779a6b29ac5a204bf757fd890389cf5a3	Unassigned	0.0
1334137e44063a6bcbac1ed96e335202f2967abf	Unassigned	0.0
133a1e658c2acc3cb696665fb6929b30d8883865	Unassigned	0.0
133cc9975bda5b60ec08cf1281037ecf3bfe454f	Unassigned	0.0
133f5096be968374865f75561e1a43c7653c1983	Unassigned	0.0
13459654060df75638d34ca792ea6e20068aad40	Unassigned	0.0
134951fe47f5c7e8d5f1e41963f2f121bb191415	Unassigned	0.0
134a761d8717026fa49dbeb51d0b7483083debb6	Unassigned	0.0
134c3720f3dbc03b6f5b8d7494ac85d639416ded	Unassigned	0.0
134cd0cc36f62f9380f54d6bde7fce1afcaa6330	Unassigned	0.0
134e6845f4797bb8e6283f2ab167e6a94bd1cc97	Unassigned	0.0
134f95cbcec7a724192b94af66423a49f120748f	Unassigned	0.0
135155634eca669b89885894528550f89ab61abe	Unassigned	0.0
135298b67e6e0346364613b01866dbf25eb0f7aa	Unassigned	0.0
1357eff453609e01db0d1e1545f5068b19151aa8	Unassigned	0.0
1358bf5247545bffcdab0d21f59486d67d7690ab	Unassigned	0.0
1359263c065af78e36ff4aa015d561e9230003cc	Unassigned	0.0
1359c1ff3a4c53bec1d7b9947a28dfcc2f08b75b	Unassigned	0.0
135d06c45e21278045efd0a327843e96a9b86180	Unassigned	0.0
136211c254d5d916d899accf40e09319cde70cea	Unassigned	0.0
1362c4a972de74e6bb272eecdf1f953b7d66a653	Unassigned	0.0
13630ce958b4153891e43e1a553e693422276bef	Unassigned	0.0
136323b9d11f3b0cee87aaf4aa6625b2e7cf9e87	Unassigned	0.0
1364c58776c65b24151b8c40b44a61a1b9b5e45c	Unassigned	0.0
1366c978c49947616efa39b900b5107523150c03	Unassigned	0.0
13741b3cffd94db4c31d22157982ae11609f2771	Unassigned	0.0
1377c22194af559672189f8c773b3ee3add2e341	Unassigned	0.0
137bc6b5a025f7d69c7e4bfdb602afa5778d0099	Unassigned	0.0
137c7ce18c1884af8b0bf78a1d6f6938fa43f1b7	Unassigned	0.0
137db2ebd1e39adef8ff2af95b6a3cff1762276a	Unassigned	0.0
137e20b545fb8b25a5553b5721ac53da2f893adb	Unassigned	0.0
137f7977f5c3fbbefd4478bca9394d9e9c82ea5b	Unassigned	0.0
138235fb90f375b0a250a8d2cc8aca3ff9c20c59	Unassigned	0.0
138350ce77bc0d161a9523e8aa108dfed9045eeb	Unassigned	0.0
1384859cfd2106dc8f953a8792872a69f29eb9a5	Unassigned	0.0
139029cf7aca455297d5990fb085bb71bf75daab	Unassigned	0.0
1390c06c010239a1bd0d1e81a01b49648f291eb4	Unassigned	0.0
139f408eabe4a27728010cddceaf13f597b6c78a	Unassigned	0.0
13a3dcff914f3d1ed17a95348f55610343d0afd6	Unassigned	0.0
13a8cd0923e7a420a348ffb021a4ae6b48baeb8a	Unassigned	0.0
13aa838703a11015d5225f2105f94c167a18cd9a	Unassigned	0.0
13b6edfd60f0ee3be81ea6d6a30212b4c79ffb01	Unassigned	0.0
13bbe02840997bb4652d81a6ed4f8476ee840858	Unassigned	0.0
13c25abdcde41c08466acf336a7d247488995767	Unassigned	0.0
13c6837cc3f449892ea8894cfda04ca7a9eaf6d1	Unassigned	0.0
13c87aab14e8e317ba6234ab9936d1a6e5ad5fba	Unassigned	0.0
13c948d28479b2422a6039894e8407e74740fbbc	Unassigned	0.0
13ca398129065d48e4baafbaaf941ad1b12611aa	Unassigned	0.0
13cb77043b272b5a285d69e8fd69888761845790	Unassigned	0.0
13cc647d11c72a2ab66a9433845e34e44fc95737	Unassigned	0.0
13d76a0ec35b653467920c21ac3d6c1183778f28	Unassigned	0.0
13dc243eec78b43cd40a345052c0b5cdc7d9f6b1	Unassigned	0.0
13de48629c730f6982743ae34fd767f853d52697	Unassigned	0.0
13e23248d4fe3cac53cc9f05ad25cd71850eb3ab	Unassigned	0.0
13e40ddf7bfa2c296c38749df0f88d93612373fc	Unassigned	0.0
13e4ab24d816dfdc2951cee7457f3e635069c73c	Unassigned	0.0
13e55eb054eb76f880141e27949386122cc25b79	Unassigned	0.0
13e75fe154ca3e582d4522fcf66828c2c5762dcf	Unassigned	0.0
13e9c819b605dc1a5163193d9ac811cd3ebdd43b	Unassigned	0.0
13edcf56f9a58f22153817c21df679f2f5b9d4b0	Unassigned	0.0
13ef321be1872df3c1c31e28ad087cbe0b906ca1	Unassigned	0.0
13f3bc31823c7dfae06e5cd94b72be556c1c1cc5	Unassigned	0.0
13f9b8e2e117b0597ec3f53c48ab3c07cd4fc3d9	Unassigned	0.0
13fa0b05cad4acb975db48231fda8797fbaffc58	Unassigned	0.0
13fb37222810cd64672c0da9686a642babd753c0	Unassigned	0.0
13fdf99cb711e4826f31248b80f5fd5f1168d250	Unassigned	0.0
1401c39971973149215660b399549ed25b25d82b	Unassigned	0.0
14034fc7c2af7039160bab9803359f8e73848583	Unassigned	0.0
1409e7f9b69a37e56669f1d202281474ea4b677a	Unassigned	0.0
140bb6ffc880969f6dc07055a6c94e016020bd9b	Unassigned	0.0
140d124538a9b6f9966c2f5861edba6228e4bd27	Unassigned	0.0
141035a061ec9e732afb67b0ccde0287013a7bde	Unassigned	0.0
14124f3a856cd3a31f523bd1055994f71c91aea0	Unassigned	0.0
1414ca5fe16b78bfbfcb56af3ac7bd9c4a3f9d1c	Unassigned	0.0
1416552daaf95920bddfdcd5dc83f77f67d323a3	Unassigned	0.0
14176a3928d52c9b0f0925b55ffb75fba49cf1d1	Unassigned	0.0
14222c8f2cf744d6456d623d088b26dd71483317	Unassigned	0.0
1422947301a49378df61684db7889c4907c61734	Unassigned	0.0
1424d2ca60321da3502cac1949faf979eab59e81	Unassigned	0.0
14267098addae447b5b059a13fc955b7320cc233	Unassigned	0.0
1427b9b3d0a4ca66ca80dad149578ec5c00ee5fa	Unassigned	0.0
1427bcb0491dee52593602e1bec5f567e87720dc	Unassigned	0.0
14290793bbc9d8fa99416d574e212bc641143ba4	Unassigned	0.0
142b17bdf676cfb0f538455fdcf9ad1b456d059b	Unassigned	0.0
1431e3ec9271491514ad7ebf26d5c071e31c18cd	Unassigned	0.0
1432cf94cb32507c1ee4bd0d3dc9e92216497f7e	Unassigned	0.0
1437d958a1d6ac99e78bc010943befbae9fdebb2	Unassigned	0.0
1438f260b971d709ae06055dd2b12a6521ab59b8	Unassigned	0.0
143c0876279a323dc43d6c1e401387fd2879df8d	Unassigned	0.0
143cce6b041211f83cfb8e6709e67207379a88d3	Unassigned	0.0
143eddb2c1fcfaad006d1d019be9b84bb71a3311	Unassigned	0.0
143f8bfe3076d38c448a31575737c1d0f3d31ad2	Unassigned	0.0
144225c3f7f3be5add83d2c3743c459be64f69bb	Unassigned	0.0
1444c47ce24bdd459648ba99b114c464dba1b7e5	Unassigned	0.0
1447163e9dcacdf44c9499e9bd3fc1e4814ab60d	Unassigned	0.0
14475f6870d2a8d0e394779e95118edd1425d5b5	Unassigned	0.0
144830d213737414c73f9bd488448eec084cb838	Unassigned	0.0
1449289cde428f7699d5bf96d1602c1df7b12d73	Unassigned	0.0
144a404e18fa7a7e11a0de7e21506393ee8f444c	Unassigned	0.0
144df92cf686b16ae7c65b243c1925e92ba2b64b	Unassigned	0.0
144e50317013da24be644c6f755636112c3eb335	Unassigned	0.0
145386e19de1e64961b2eb609a93b5bff5e2fcd8	Unassigned	0.0
145737d8f77d432ed41faaed193798611635b2a7	Unassigned	0.0
14576c3d6dd6ab4c63a27f5f9402e40072f36f8d	Unassigned	0.0
145a26a1d3844b6ba51c24f5c828dfff535128ca	Unassigned	0.0
145bf95db7e0e37b9caab6b961f092dedb085398	Unassigned	0.0
145d73f7a0e33350d921a46cc904f900cf007fa9	Unassigned	0.0
145fc28a7d272d3481047cf620db11f83ae6c63e	Unassigned	0.0
14609fb4703a00b3c1a15c2e339b707a54c4967c	Unassigned	0.0
146da41f869186c123bc2ccfd5e40b6df84579c9	Unassigned	0.0
146f3a5b189f0e9230748d5dccbdb25d550cb719	Unassigned	0.0
1470d169b299c31f37c55e9860c640d150e7d606	Unassigned	0.0
1475808b6fa59d8a6873c2ca188165cdcb8a7f34	Unassigned	0.0
1475873e95f121f858bbeff43eb514dad2c3d7ad	Unassigned	0.0
1477e10458f4dab78c63429055d7bab39ec1d3ec	Unassigned	0.0
14787c18bce42b9bea4897df45a7819f6bb4340e	Unassigned	0.0
147c219b8f6b3e8e1ed2ce5760cd40d7bd51a62f	Unassigned	0.0
147f63dac2ab811b24950c2668cede364cbc7457	Unassigned	0.0
148053672d2c52214eee2b0a2968df0e84a2b6a7	Unassigned	0.0
1487b66a3d0fc8c722faebaf1b9f1605f92b0f76	Unassigned	0.0
148af3de9c241ef4030865a0201fb88c8afeb2b8	Unassigned	0.0
148ed1edef35565dd390e06250f1709d7a579e83	Unassigned	0.0
149094c8691a0649078151196be0da491c2165c1	Unassigned	0.0
149ba37f49f71633e433dbb5a3b34d3ad89e4b22	Unassigned	0.0
149cafcff3135af83b663dd06296e26a3f3e6038	Unassigned	0.0
149edc2b9aefb9713ed90cb329cc9740a9c6dd83	Unassigned	0.0
149fe79b80b7434f7a4011387de6e75006870ddb	Unassigned	0.0
14a0bec89682da1fa75c289345e3948b221e2275	Unassigned	0.0
14a472da64200c291aa5a398bb8df8edf59a6c8f	Unassigned	0.0
14a62f9ddaf604cf3befaf636601c51b1e3a1a12	Unassigned	0.0
14a79779a5bdedf7a89110f050f6aa74e2b3ea9a	Unassigned	0.0
14a7ab59b97b5f18d5159b42883048077ea8fb6c	Unassigned	0.0
14a93ac28db5a5bb87e922ccf6d5cf05829c55a5	Unassigned	0.0
14af23ac1fdb1169dd0271c1dfd75175df4d0b01	Unassigned	0.0
14afdc447fb8d229f1df3843e4bc68e828f2e595	Unassigned	0.0
14b5fc2c193cec2d603e61ae4b89cdc3273a9f2d	Unassigned	0.0
14b806e2f2b10fc52e437eb767169b2c6d948ab6	Unassigned	0.0
14b9290a45b6296e915b0cd72c1d5236bd168b40	Unassigned	0.0
14bc321ea2ac07b6d3c4c7377c454751ed206ef5	Unassigned	0.0
14c36f7e3442ed68784d385c19ce0f6fa49dd79b	Unassigned	0.0
14c708d4c2d8de683b0416888df74cd047368a62	Unassigned	0.0
14c95db0863438c3c964ce7eebad47c2615c9d42	Unassigned	0.0
14cfbd1cc85ad0d3b99e51538e91776001f5f238	Unassigned	0.0
14d61940fe2fc2fce391c69dfd6dfe88ea88cefa	Unassigned	0.0
14e54a001a5e8a9f9d7470087a2f59aa0b997126	Unassigned	0.0
14f27c76d27e170b5ee44cff0b67c0147e63767d	Unassigned	0.0
14f3aa65ba7b5d76b1a43e6934e7f3b1eab0c3a5	Unassigned	0.0
14f59323a1ebd99669360eb1bb5602184aa5ffaf	Unassigned	0.0
14f5ec0fab417cd3781b71d2f98302c1a21ddedf	Unassigned	0.0
14fc1ff4652b631895d6eb990670a4eb72075515	Unassigned	0.0
14fde1da90df4a36202e8d94ece0d74c0639124f	Unassigned	0.0
14fe6168070325ef8d16f65250bf969cbfcd0425	Unassigned	0.0
14fea6c23e42846171816711eb1ab50e5afda64d	Unassigned	0.0
150120a61f2b6648b619c39325badc9b779df6b7	Unassigned	0.0
1506be038479154fb3e0c937a0d969e28e36a22e	Unassigned	0.0
15173950f375e9f06dfd52b4271e9cb0df9f62a1	Unassigned	0.0
15189a1f8f825caddbba1e855042717c49c5df97	Unassigned	0.0
151deecbf2be2265e4eae44c5f0b42efa217c72f	Unassigned	0.0
151fea82392db3a739503446ee9273444089c493	Unassigned	0.0
152ce924f30122ec33bf43455e4038712af8784c	Unassigned	0.0
152e87305818f334e4af91d14ffc52dc4cc1cd98	Unassigned	0.0
152fec8fd9aad98194564113a22be63610f8b78d	Unassigned	0.0
1534773399ee15e3ce6f83fd84eef977998531cb	Unassigned	0.0
15349ff596ece24813bc77e53ff59beb0a8da833	Unassigned	0.0
1534b23eff9e379625276d146dc44d4c00961d2d	Unassigned	0.0
153632ff1f1f3b6e212a77b7168e8b74f3b35568	Unassigned	0.0
15364ecf8d99ede47e4a3009b8b708cd8a260a20	Unassigned	0.0
153902a658f5a5492e0e603aa99521252ad11071	Unassigned	0.0
153be9158100151f55005978ba5c6579ba197e6f	Unassigned	0.0
153c0ec63deec894cefccb3cf4000863ae25f83d	Unassigned	0.0
153ccb97f0ee8a84ff38c822f2f692297caec7e0	Unassigned	0.0
153d4ecb10b9409207806948d2f5fcf38f99bedf	Unassigned	0.0
1540435cfc6ef03b438375f36138090ca9f2375f	Unassigned	0.0
1540916a9849e55b0b6e918c221c582ffba0494a	Unassigned	0.0
1543e170bae7286a3fcd1b28c679d9fb4666a729	Unassigned	0.0
1549eb6257f45c4dc86594f1779c8e9d2e92d05a	Unassigned	0.0
154b6fde63697814744e79926c4331fa5cf73190	Unassigned	0.0
154b93ec864bb10179f3b95b104568cf9d077799	Unassigned	0.0
154d9e094d9ab727c50f41b0747478b8233dc8f6	Unassigned	0.0
154f0a443f910cad5891583031b767342406e9c3	Unassigned	0.0
155a6f6e8a18db2942dbedd8bc4818ca611ce80b	Unassigned	0.0
155b337520985d4f38f394989add62b0f154e6a5	Unassigned	0.0
1561152ec564558697edbd6664cece5cf0ce00f8	Unassigned	0.0
156c5e616b9944d430dc8a8a0f3c4975c9ef6279	Unassigned	0.0
156ebc23b9da925d29f6ce3dd840a508e8418b12	Unassigned	0.0
1573208e716330b8752532f8d9386a9d9d7d5cbb	Unassigned	0.0
157370a8d46ceb7a9dfe29e80e963cceff7cbfe6	Unassigned	0.0
157694c6412d7bee7faf0974afb42af56d4a3e95	Unassigned	0.0
1578e3cb12407e9d178d708128fda863a29c1b54	Unassigned	0.0
157a3c150bce039b7e095f48fad0dc83ef70361c	Unassigned	0.0
157cdda8d060f7097bb68b0b7f45ba52091a98bf	Unassigned	0.0
158082ec80e3e9688d20e8a33dcf4dc933cb87e5	Unassigned	0.0
15815dd8bbc6944942c11e8afe22181b79dc9fcd	Unassigned	0.0
158520ec89cd60d78f1d388440c88f107f48d198	Unassigned	0.0
15864305e4bace4c246089a6fea819f6787fec1d	Unassigned	0.0
15928ffaa085499aad2d3d5ff7a7f9c8d555065c	Unassigned	0.0
159841177e3e3a1ec177d645d9f51e91de46b295	Unassigned	0.0
1599844caed00a0bee0791560ca14f10d732d12c	Unassigned	0.0
159c7a660699373edd03bf2f370fd2e063561b52	Unassigned	0.0
159ebec0c7eb90ec028b8e3a252546f22d399985	Unassigned	0.0
15a1ffa968074b499c3a7bcf5b8d4ef5dbef2f0f	Unassigned	0.0
15a8a902f1a94386de5f36e3afac9f9ecb6447bb	Unassigned	0.0
15aa5c5b14b7da4ddd8f11e2a713662b233fcbf9	Unassigned	0.0
15ac8fb5d6e2d0259c0a432009f7333d008baa9c	Unassigned	0.0
15b215b2bb87d6659c15a34427d9aea2c63eb19a	Unassigned	0.0
15b4d2d285d3161ca080fb3a207a0338b18f865c	Unassigned	0.0
15bef46699b13cd435396016e15bf667b5512902	Unassigned	0.0
15c1106e31aab839256785c0b8d72de3e3ff7be9	Unassigned	0.0
15c3f2a98b8d002e283662dd7825bdb73a4839c7	Unassigned	0.0
15c4eaae373064a82a84b6912edcbc226503a437	Unassigned	0.0
15cbdc3d1687ed379c1e3b8236d2476f2264d57a	Unassigned	0.0
15cebd7c51a6ce8d1edf7e0702946189b8b3086a	Unassigned	0.0
15d1d8174189ce45715049e6c5cda480c5a1c2a4	Unassigned	0.0
15d2ac48f1f782e24fca37d3abca5396ce18042b	Unassigned	0.0
15d89e28e387a71de2034e6ead6a10aa9f0809fa	Unassigned	0.0
15e2cf17651b97a2088dc69c6be87a0b4497cdbd	Unassigned	0.0
15e44a4a304ee1eb2691610705c2b02c77d19627	Unassigned	0.0
15ee6dd2455e2af67a47e9931b80d17433bcb4c0	Unassigned	0.0
15ef35b807055e554ea1bce017f56e9fbffd00d5	Unassigned	0.0
15f6759ce80bc542a9cdd643bb2c8257697a6f15	Unassigned	0.0
15f701661f4007046804cac23e112d1a0ca55038	Unassigned	0.0
15fa1698262805a2559f6642a294249a1ce55f79	Unassigned	0.0
15fa880f1002cdd78ea0876c979a350bcf3b8fbb	Unassigned	0.0
15feafb8d582a8da6bd98db53b1a9608bb94675e	Unassigned	0.0
1604cf2764b59ca2b011695856b7a75204bf7d36	Unassigned	0.0
1606eef14d961bd80099d41a0e07a54d63f77a15	Unassigned	0.0
160b0ff53962583ae9b51bd08e7a2747eef862ae	Unassigned	0.0
161299e149cbd9216fa081b1b175407cc034be39	Unassigned	0.0
16135576d873a6b4e1e8c3eef47f6d2a345af3e0	Unassigned	0.0
1613cb4b9dc401e66b51473dee5a32856fb884a2	Unassigned	0.0
16169a90024e4935393cb0cc95723de76b2c70a0	Unassigned	0.0
161833bca6092a089c254b0e9347cc2456b026ef	Unassigned	0.0
161a38769adaa9942e30ade0773ab5bd2444ba8f	Unassigned	0.0
161a9c280afcf2ec963b48f89aed45e883fcd456	Unassigned	0.0
161ab83f421744ded822fc487ee2bcbe750e9f9b	Unassigned	0.0
161b43721ce1a91ee3fa745a0e09897847ec0add	Unassigned	0.0
1621ce46bc3593d7076af75b970e452e87e442bc	Unassigned	0.0
16241ecbc1a3e9f2b7666a71b8c0b955bbacd18a	Unassigned	0.0
16289675d5c4764311cabd812930bf6d769b1533	Unassigned	0.0
162a65a679fc57d0de8d38fd8d77c772d0f596b9	Unassigned	0.0
162b2b58e8abf64dd34be727eed6462855171ce8	Unassigned	0.0
162f1786902f50c6ad5e777ed269f80ca941d653	Unassigned	0.0
16311540f5816484efb59b3606fe1aeafa21a627	Unassigned	0.0
1638c84627fe464d80a1be10d394541ec0a651f9	Unassigned	0.0
1639b1a28587d4708dfef2854cab1b9b380c10d7	Unassigned	0.0
16434a3576a3f39dca6b160814bf6929616a9d48	Unassigned	0.0
1645b3bbd625f0e10efc0fa62c99fe80e6f7b8a4	Unassigned	0.0
16472b8c27bb506237e450224d7b868c58bedf3c	Unassigned	0.0
164aa29d7fa6b1852c46b9f661c54b40342a6d6d	Unassigned	0.0
164bdd04a4beaec3b44f68969ac5c8a985950219	Unassigned	0.0
164be95148ae0149e7e0fb328fa3e02196a8df3d	Unassigned	0.0
165109b2e12dd1697cb83716e3528b1b0c9bd882	Unassigned	0.0
1654b5bfc1170a2d19787c974e7badc55697b2c0	Unassigned	0.0
16557caef97a904e8f9feed25f6cdaee710f3087	Unassigned	0.0
1656673a8cc2c98e4c99400b5b00cf00e3bd2b71	Unassigned	0.0
165bc026ad9e9aef72e65544021aa4f7decf3e16	Unassigned	0.0
165c68df4286ed129b2304b70246c4b1c551b2fb	Unassigned	0.0
165c7cab43a710317f16c13e1f202ddbcdb77cca	Unassigned	0.0
165dcb167ced802964f61efccf638c7f86f14146	Unassigned	0.0
165edeb25e0bad73866b51654acfbce66cac19a8	Unassigned	0.0
16613e69d5fcf140ff3b6f1399502066503c7fea	Unassigned	0.0
16628bbd9a573881c7e2303b1c200aa66850f2fc	Unassigned	0.0
1664e701f8bb82814a1bd64d62bed0f68608d713	Unassigned	0.0
16674ebcf0571eb2aaf9e78a776603bc3355d76d	Unassigned	0.0
166a5115ac6cea926d2b6dde2ac518aa5d0f6330	Unassigned	0.0
166e2fa82b2fb4f748a429db1546dddbafc77d17	Unassigned	0.0
16721ef6bfcb8b55c7448f0196d6680f4ad55956	Unassigned	0.0
167288fa5754509d41c688c67e96401aa4be2ba6	Unassigned	0.0
1677961514ab9299de95f57977ea346e389620f5	Unassigned	0.0
167d66afa89147e63aef29970cbd9df687012a3f	Unassigned	0.0
167d709581143a91a0839a67009b8212a412c119	Unassigned	0.0
167ea44862f94bbe2c35223e8b393a22f065535f	Unassigned	0.0
167f081b473f4c5ace26e7b30c6ed42086e1351a	Unassigned	0.0
1681241e58e7fcb1ad5b6d07a967b17f3cdb7aba	Unassigned	0.0
16819804de6887e074e0ec9f239747a0573303b4	Unassigned	0.0
1681dd1c2df03de940ae073445da5ff7272d2560	Unassigned	0.0
168223148f343ad6183a831d2c4e0fd5d30d999c	Unassigned	0.0
16835a35691221d4c6464058ffd4e804f61741c2	Unassigned	0.0
1685063b995da3fd6fc00124e2fdbd5a0a87f25f	Unassigned	0.0
1694f5c06321cf7a3b94fb209a4fd7fc6881fc39	Unassigned	0.0
1695feae8fd685a1c121f4bcb8aeb6f92bd6778f	Unassigned	0.0
1697fd1a0323870e3f79bbc87319b4ba50449479	Unassigned	0.0
1698f6d09a32e0e5a54dd8ed1da1e08e1f5edbe1	Unassigned	0.0
16a006fdda8d4e99caa2c354ada03c80d21794e7	Unassigned	0.0
16a1d8af739b641a3837b433219cbd5cbadbd959	Unassigned	0.0
16a4a937800951564eb0b201e25830b5ac74cc95	Unassigned	0.0
16a5ccdb1026f88eb9a3a38ecc1d697860f1dc5f	Unassigned	0.0
16afe0869eda74c5c60084a17662f2fbb6caf51b	Unassigned	0.0
16b6f28b74957d6e9817e357d93ce57c3ae8c7bf	Unassigned	0.0
16b71df2c2066de55e8682975e8c0f3ea9351b69	Unassigned	0.0
16b769eb7f34ce7ebfd06187b5f41e2123e43fd7	Unassigned	0.0
16bad5c59589cc8fa2b00aa4a29ece13c42c473d	Unassigned	0.0
16bad836ab27562a45430ea7c8ad49480e1ea53c	Unassigned	0.0
16bfd6ed69e3abd8190adc40821f041daee8a5c3	Unassigned	0.0
16c11e5001e99a82d9e9eed50496405561a16b90	Unassigned	0.0
16c372a57dc854bc127eb01627f3062770e86180	Unassigned	0.0
16c5d9d00c8e4a58af482b40439a46007abc9ed8	Unassigned	0.0
16cf05829ad6eac52b2fabf221194454ea0523aa	Unassigned	0.0
16d216de6736569e0a327b3dd7611bcdfbba8b45	Unassigned	0.0
16d6257bca86d794366474a04762df9268860303	Unassigned	0.0
16d7985268165595d2a1fe15c82ad188e8c9f26c	Unassigned	0.0
16dcc48db8ddb32b13a775758815225edd22d035	Unassigned	0.0
16dce08c28853f1e7774d37f900138ede4d1e3ff	Unassigned	0.0
16de9aaf31f55d98ed2187b3f17d83dbb26bc031	Unassigned	0.0
16e71ae7c1f25055be5f4cd0a3945c567b24ba7e	Unassigned	0.0
16eaeef1a940295ad90c92061c37f8a7fc37a352	Unassigned	0.0
16f26b31463799eb4148fe5362654c6b13789763	Unassigned	0.0
16f45856e574e0f3ce07e151714aafa5bfa3a643	Unassigned	0.0
16f5ce5b30cc377531214f7ce2e139ced0ee61de	Unassigned	0.0
16f5ece38136e221bff1a6f3b57c572e1d910283	Unassigned	0.0
16f81316e4b037398c7019deb21ca0ba2a759c75	Unassigned	0.0
16f98432b48c680e6ff536d4dcadaa3806094b6c	Unassigned	0.0
16f9c295f8fbdb49f1ae192fd98b8e604cc18694	Unassigned	0.0
16fb5b73a82a165afd1a7fe558e5625dcdd5bfda	Unassigned	0.0
17008afe8b018c92606d06606d6572a4a43233b8	Unassigned	0.0
1704b166e19051a143a61c3699deef815a2ffeb1	Unassigned	0.0
17093c03a7a51e0a8b9a1b28f00bb273c0b9e028	Unassigned	0.0
17096e537f1494c0bf9d3a9d8550582c883eb725	Unassigned	0.0
1710ba384af13ee1a332e139321e0808826f621f	Unassigned	0.0
17124bf2d7848451612e70d03e7cdc04ecfc30e8	Unassigned	0.0
1713eaaceb90de95594db882bc47587ab97f721a	Unassigned	0.0
17194226d176b7afcf30b9ef3b21f614b7fbf713	Unassigned	0.0
17199618d48d6cf849f3ba11a697ac2b309534cf	Unassigned	0.0
1719af9d8770be55cb3e7aa6e461ed5bd33f9a79	Unassigned	0.0
1728339ed56bbe3d206f25ab69bc8a65385a6ca2	Unassigned	0.0
172adfa5e4b1817f24da6bf9124b037258d5bc22	Unassigned	0.0
172c7a261cebc82e29b804d874bd79e7e10ee259	Unassigned	0.0
172e710a63391e8fab8541d978dc87631f94a6b0	Unassigned	0.0
172eed8344edb1fabaf96444de45ae0ed75f47d4	Unassigned	0.0
173211d9947d853ad636906134a2a7125bef4494	Unassigned	0.0
1732f63b5d0a7172f4255c4f0b4b06e49925978d	Unassigned	0.0
17360498f41d5c6ba70109bf0af8ff950938fb23	Unassigned	0.0
173738a0ce4c2e42b06856410407bfee1d4a9e7d	Unassigned	0.0
173793cb87855e0515c43c3577da6bc9461f0e5d	Unassigned	0.0
1740d0fe71f035dbf8613a746a57585fc2cba4a9	Unassigned	0.0
17442f2c71c382300b9b8e8ee266735fe807a111	Unassigned	0.0
1746794c84a8a5db71ac56fb2e7d1a79d55e3424	Unassigned	0.0
1748daea9ed2ee083f736c7802707384e37d0ec6	Unassigned	0.0
174bd9b78c9d327b9efdc354d5efe783762a2f48	Unassigned	0.0
174c78e5f28f7e09a1922d2d890caa3c9a58aff7	Unassigned	0.0
1763e44dd9e475bcde92fa10bf81f7f358d01ea2	Unassigned	0.0
1764869bc9c00ee7c1d2d527014d668f370c58a8	Unassigned	0.0
1767058b420a3e5d14a104f9c9e3b60baf55a30b	Unassigned	0.0
17684ad9ad908a7276827d20d131b483f9139fe5	Unassigned	0.0
17697e155b361d0154cd6fc3be6757c6c138791f	Unassigned	0.0
176d2e827877ffe71e9c704fbf4cf724f7f5cb63	Unassigned	0.0
177078dec0d4592ced7a6c4b7c6513a6f2bc225e	Unassigned	0.0
1770c92eb11a3e053a8d83abcbdde3715bcbd14b	Unassigned	0.0
1771c4e641e0a9b26eb7da191c6b41d1c90d4b65	Unassigned	0.0
1772feac71bd59d9a9654a560f5d1d759d2a9454	Unassigned	0.0
177a3c43b0df3a93ab41a67991b18a251cb9adb6	Unassigned	0.0
177c490cd6ba387396c60f480fcfcbfc2d799169	Unassigned	0.0
177c7a56aadf5c0f16549a29f3690377231451e7	Unassigned	0.0
177f094abbd5c69a3169a91a5f5eff979a57ccb8	Unassigned	0.0
1783805201e355eff5ba88a0384e1562ef8f46a2	Unassigned	0.0
178433b429c249718b86f031447c96197e59a4fb	Unassigned	0.0
1787cf7b443e90d655ebb341b863b37c0d400901	Unassigned	0.0
